,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,SaleType,SaleCondition,SalePrice
775,776,120,2,32.0,4500,0.75,0.875,1,0.75,2,0.8333333333333334,5,1,1,4,2,0.55,0.45,1998,1998,2,1,1,1,1,320.0,0.5,0.5,1,0.9,0.5,0.9,0.9285714285714286,866.0,0.21428571428571427,338.0,1204.0,1,0.9,1,1,1204,0,1204,1.0,2,0,2,1,0.5,5,Typ,0,0,1,1998.0,0.875,2.0,412.0,0.1,0.5,0.8333333333333334,0,247,0,0,1,1,162000.0
776,777,20,1,86.0,11210,0.75,0.625,1,0.75,1,0.8333333333333334,1,1,1,1,2,0.65,0.45,2005,2006,1,1,1,1,1,240.0,0.7,0.5,1,0.7,0.5,0.3,0.9285714285714286,20.0,0.21428571428571427,1594.0,1614.0,1,0.9,1,1,1614,0,1614,0.0,2,0,3,1,0.7,7,Typ,0,0,1,2005.0,0.625,3.0,865.0,0.1,0.5,0.8333333333333334,144,59,0,0,2,3,221500.0
777,778,20,1,100.0,13350,0.75,0.625,1,0.75,1,0.8333333333333334,10,1,1,1,2,0.45,0.45,1974,1974,2,1,4,5,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.7857142857142857,762.0,0.21428571428571427,102.0,864.0,1,0.5,1,1,894,0,894,1.0,1,0,3,1,0.5,5,Typ,1,0.3,1,1974.0,0.375,2.0,440.0,0.1,0.5,0.8333333333333334,241,0,0,0,1,1,142500.0
778,779,90,5,60.0,8400,0.75,0.875,1,0.75,1,0.8333333333333334,13,2,1,3,2,0.45,0.45,1977,1977,1,1,8,5,1,320.0,0.5,0.5,5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1,0.5,1,1,2020,0,2020,0.0,2,0,4,2,0.5,10,Typ,2,0.5,2,1977.0,0.375,2.0,630.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,144000.0
779,780,90,1,78.0,10530,0.75,0.875,1,0.75,1,0.8333333333333334,5,1,1,3,5,0.55,0.45,1977,1977,1,1,8,12,1,90.0,0.5,0.5,2,0.7,0.5,0.7,0.9285714285714286,975.0,0.21428571428571427,0.0,975.0,1,0.5,1,1,1004,0,1004,1.0,1,0,2,1,0.5,4,Typ,0,0,1,1977.0,0.375,2.0,504.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,135000.0
780,781,20,1,63.0,7875,0.75,0.875,1,0.75,1,0.8333333333333334,18,1,1,1,2,0.65,0.45,1995,1996,1,1,4,4,1,38.0,0.5,0.5,1,0.7,0.7,0.9,0.6428571428571429,0.0,0.21428571428571427,1237.0,1237.0,1,0.7,1,1,1253,0,1253,0.0,2,0,3,1,0.5,6,Typ,1,0.5,1,1995.0,0.875,2.0,402.0,0.1,0.5,0.8333333333333334,220,21,0,0,1,1,176000.0
781,782,60,1,65.0,7153,0.75,0.875,1,0.75,1,0.8333333333333334,13,1,1,1,1,0.55,0.45,1992,1992,1,1,1,1,2,0.0,0.7,0.7,1,0.7,0.5,0.9,0.7857142857142857,387.0,0.21428571428571427,374.0,761.0,1,0.9,1,1,810,793,1603,0.0,2,1,3,1,0.7,7,Typ,0,0,1,1992.0,0.625,2.0,484.0,0.1,0.5,0.8333333333333334,0,124,0,0,1,1,175900.0
782,783,20,1,67.0,16285,0.75,0.375,1,0.75,1,0.8333333333333334,1,1,1,1,2,0.65,0.45,2001,2002,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,1413.0,1413.0,1,0.9,1,1,1430,0,1430,0.0,2,0,3,1,0.7,6,Typ,0,0,1,2001.0,0.625,2.0,605.0,0.1,0.5,0.8333333333333334,0,33,0,0,1,1,187100.0
783,784,85,1,,9101,0.75,0.625,1,0.75,3,0.8333333333333334,5,1,1,1,5,0.45,0.55,1978,1978,1,1,8,5,1,104.0,0.5,0.7,1,0.7,0.5,0.3,0.9285714285714286,1097.0,0.21428571428571427,0.0,1097.0,1,0.9,1,1,1110,0,1110,1.0,1,0,1,1,0.7,4,Typ,1,0.5,1,1978.0,0.875,2.0,602.0,0.1,0.5,0.8333333333333334,303,30,0,0,1,1,165500.0
784,785,75,2,35.0,6300,0.75,0.875,1,0.75,1,0.8333333333333334,8,1,1,1,7,0.55,0.55,1914,2001,1,1,3,3,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,742.0,742.0,1,0.9,1,1,742,742,1484,0.0,2,0,3,1,0.5,9,Typ,1,0.7,0,,0.5,0.0,0.0,0,0.5,0.8333333333333334,0,291,134,0,1,1,128000.0
785,786,20,1,,9790,0.75,0.875,1,0.75,1,0.8333333333333334,7,2,1,1,2,0.55,0.45,1967,1967,1,1,5,6,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.5,251.0,0.35714285714285715,491.0,1372.0,1,0.5,1,1,1342,0,1342,0.0,2,0,3,1,0.5,7,Typ,1,0.7,1,1967.0,0.375,2.0,457.0,0.1,0.5,0.8333333333333334,0,0,0,197,1,1,161500.0
786,787,50,2,60.0,10800,0.75,0.875,1,0.75,1,0.8333333333333334,8,4,1,1,3,0.45,0.55,1915,1950,1,1,2,2,2,0.0,0.5,0.7,1,0.3,0.5,0.9,0.21428571428571427,686.0,0.21428571428571427,0.0,686.0,1,0.5,1,1,966,686,1652,1.0,2,0,4,1,0.5,7,Typ,0,0,2,1961.0,0.375,1.0,416.0,0.1,0.5,0.8333333333333334,0,0,196,0,1,1,139000.0
787,788,60,1,76.0,10142,0.75,0.625,1,0.75,1,0.8333333333333334,13,1,1,1,1,0.65,0.45,2004,2004,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,656.0,0.21428571428571427,300.0,956.0,1,0.9,1,1,956,1128,2084,1.0,2,1,4,1,0.7,8,Typ,0,0,3,2004.0,0.625,2.0,618.0,0.1,0.5,0.8333333333333334,0,45,0,0,1,1,233000.0
788,789,20,2,50.0,6000,0.75,0.875,1,0.75,3,0.8333333333333334,8,1,1,1,2,0.35,0.65,1954,2000,1,1,2,2,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,901.0,901.0,1,0.9,1,1,901,0,901,0.0,1,0,2,1,0.5,4,Typ,0,0,2,1954.0,0.375,1.0,281.0,0.3,0.5,0.8333333333333334,0,0,0,0,1,1,107900.0
789,790,60,1,,12205,0.75,0.625,3,0.75,1,0.8333333333333334,20,1,1,1,1,0.55,0.75,1966,2007,1,1,4,4,1,157.0,0.5,0.5,2,0.5,0.3,0.7,0.21428571428571427,568.0,0.21428571428571427,264.0,832.0,1,0.7,1,1,976,1111,2087,0.0,2,1,5,1,0.7,9,Typ,0,0,1,1966.0,0.875,2.0,444.0,0.1,0.5,0.8333333333333334,133,168,0,0,1,1,187500.0
790,791,120,1,43.0,3182,0.75,0.875,1,0.75,1,0.8333333333333334,22,1,1,4,2,0.65,0.45,2005,2006,1,1,1,1,1,11.0,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,16.0,0.21428571428571427,1129.0,1145.0,1,0.9,1,1,1145,0,1145,0.0,2,0,2,1,0.7,5,Typ,1,0.7,1,2005.0,0.875,2.0,397.0,0.1,0.5,0.8333333333333334,100,16,0,0,1,1,160200.0
791,792,80,1,,11333,0.75,0.625,1,0.75,3,0.8333333333333334,5,1,1,1,6,0.55,0.45,1976,1976,1,1,4,4,2,0.0,0.5,0.5,1,0.7,0.5,0.3,0.7857142857142857,539.0,0.21428571428571427,490.0,1029.0,1,0.5,1,1,1062,0,1062,1.0,1,0,3,1,0.5,5,Typ,2,0.5,1,1976.0,0.625,2.0,539.0,0.1,0.5,0.8333333333333334,120,0,0,0,1,1,146800.0
792,793,60,1,92.0,9920,0.75,0.625,1,0.75,4,0.8333333333333334,4,1,1,1,1,0.65,0.45,1996,1997,1,1,2,2,2,0.0,0.7,0.5,1,0.7,0.5,0.3,0.9285714285714286,862.0,0.21428571428571427,255.0,1117.0,1,0.9,1,1,1127,886,2013,1.0,2,1,3,1,0.5,8,Typ,1,0.5,1,1997.0,0.375,2.0,455.0,0.1,0.5,0.8333333333333334,180,130,0,0,1,1,269790.0
793,794,20,1,76.0,9158,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,1,2,0.75,0.45,2007,2007,1,1,7,7,3,140.0,0.7,0.5,1,0.7,0.5,0.3,0.6428571428571429,0.0,0.21428571428571427,1496.0,1496.0,1,0.9,1,1,1496,0,1496,0.0,2,0,3,1,0.7,7,Typ,0,0,1,2007.0,0.875,2.0,474.0,0.1,0.5,0.8333333333333334,168,130,0,0,2,3,225000.0
794,795,60,1,,10832,0.75,0.625,1,0.75,3,0.8333333333333334,18,1,1,1,1,0.65,0.45,1994,1996,1,1,2,2,2,0.0,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,712.0,712.0,1,0.9,1,1,1086,809,1895,0.0,2,1,3,1,0.7,7,Typ,1,0.5,1,1994.0,0.875,2.0,409.0,0.1,0.5,0.8333333333333334,143,46,0,0,1,1,194500.0
795,796,60,1,70.0,8400,0.75,0.875,1,0.75,1,0.8333333333333334,13,1,1,1,1,0.55,0.55,1980,1981,1,1,4,4,1,130.0,0.5,0.5,2,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,650.0,650.0,1,0.5,1,1,888,676,1564,0.0,2,1,3,1,0.5,7,Typ,1,0.5,1,1980.0,0.375,2.0,476.0,0.1,0.5,0.8333333333333334,0,50,0,204,1,1,171000.0
796,797,20,1,71.0,8197,0.75,0.875,1,0.75,1,0.8333333333333334,10,1,1,1,2,0.55,0.45,1977,1977,1,1,8,5,1,148.0,0.5,0.5,2,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,660.0,660.0,1,0.9,1,1,1285,0,1285,0.0,1,1,3,1,0.5,7,Typ,1,0.5,1,1977.0,0.625,2.0,528.0,0.1,0.5,0.8333333333333334,138,0,0,0,1,1,143500.0
797,798,20,1,57.0,7677,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.45,0.45,1953,1953,1,1,1,1,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.35714285714285715,570.0,0.21428571428571427,203.0,773.0,1,0.7,1,1,773,0,773,0.0,1,0,2,1,0.5,4,Typ,0,0,1,1953.0,0.375,1.0,240.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,2,110000.0
798,799,60,1,104.0,13518,0.75,0.875,1,0.75,1,0.8333333333333334,11,1,1,1,1,0.85,0.45,2008,2009,2,1,1,1,3,860.0,0.9,0.5,1,0.9,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,1926.0,1926.0,1,0.9,1,1,1966,1174,3140,0.0,3,1,4,1,0.9,11,Typ,2,0.7,3,2009.0,0.875,3.0,820.0,0.1,0.5,0.8333333333333334,144,78,0,0,2,3,485000.0
799,800,50,1,60.0,7200,0.75,0.875,1,0.75,3,0.8333333333333334,24,2,1,1,3,0.45,0.65,1937,1950,1,1,3,6,1,252.0,0.5,0.5,3,0.7,0.5,0.9,0.7857142857142857,569.0,0.21428571428571427,162.0,731.0,1,0.9,1,1,981,787,1768,1.0,1,1,3,1,0.7,7,Typ,2,0.5,2,1939.0,0.375,1.0,240.0,0.1,0.5,0.8333333333333334,0,0,264,0,1,1,175000.0
800,801,60,1,79.0,12798,0.75,0.625,4,0.75,1,0.5,20,2,1,1,1,0.55,0.45,1997,1997,1,1,1,1,2,0.0,0.5,0.5,1,0.7,0.5,0.7,0.9285714285714286,462.0,0.21428571428571427,154.0,616.0,1,0.7,1,1,616,1072,1688,1.0,2,1,4,1,0.7,8,Typ,0,0,1,1997.0,0.625,2.0,603.0,0.1,0.5,0.8333333333333334,403,114,185,0,1,1,200000.0
801,802,30,2,40.0,4800,0.75,0.875,1,0.75,1,0.8333333333333334,14,1,1,1,2,0.35,0.65,1916,1990,1,1,2,2,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.21428571428571427,197.0,0.21428571428571427,999.0,1196.0,1,0.9,1,3,1196,0,1196,1.0,1,0,2,1,0.5,5,Typ,0,0,2,1957.0,0.375,2.0,440.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,109900.0
802,803,60,1,63.0,8199,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,1,1,0.65,0.45,2005,2005,1,1,6,3,2,0.0,0.7,0.5,1,0.7,0.5,0.3,0.9285714285714286,648.0,0.21428571428571427,80.0,728.0,1,0.9,1,1,728,728,1456,1.0,2,1,3,1,0.7,7,Typ,1,0.7,1,2005.0,0.875,2.0,410.0,0.1,0.5,0.8333333333333334,36,18,0,0,1,1,189000.0
803,804,60,1,107.0,13891,0.75,0.875,1,0.75,1,0.8333333333333334,11,1,1,1,1,0.85,0.45,2008,2009,2,1,1,1,3,424.0,0.9,0.5,1,0.9,0.5,0.7,0.6428571428571429,0.0,0.21428571428571427,1734.0,1734.0,1,0.9,1,1,1734,1088,2822,0.0,3,1,4,1,0.9,12,Typ,1,0.7,3,2009.0,0.625,3.0,1020.0,0.1,0.5,0.8333333333333334,52,170,0,192,2,3,582933.0
804,805,20,1,75.0,9000,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.45,0.45,1954,1954,1,1,3,6,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.21428571428571427,812.0,0.21428571428571427,124.0,936.0,1,0.5,1,1,1128,0,1128,0.0,1,0,2,1,0.5,5,Min1,0,0,1,1954.0,0.375,1.0,286.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,6,118000.0
805,806,20,1,91.0,12274,0.75,0.625,1,0.75,2,0.8333333333333334,6,1,1,1,2,0.65,0.45,2008,2008,1,1,1,1,3,256.0,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,1417.0,1417.0,1,0.9,1,1,1428,0,1428,0.0,2,0,3,1,0.9,6,Typ,0,0,1,2008.0,0.625,2.0,554.0,0.1,0.5,0.8333333333333334,0,60,0,0,2,3,227680.0
806,807,80,1,75.0,9750,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,6,0.45,0.45,1967,1967,1,1,1,1,2,0.0,0.5,0.5,1,0.5,0.5,0.3,0.7857142857142857,400.0,0.5,100.0,980.0,1,0.7,1,1,980,0,980,0.0,2,0,3,1,0.5,6,Typ,0,0,1,1967.0,0.875,1.0,384.0,0.1,0.5,0.8333333333333334,68,0,0,0,1,1,135500.0
807,808,70,1,144.0,21384,0.75,0.875,1,0.75,1,0.8333333333333334,9,1,1,1,1,0.45,0.55,1923,2004,1,1,3,6,2,0.0,0.5,0.5,2,0.5,0.5,0.7,0.9285714285714286,1309.0,0.21428571428571427,15.0,1324.0,1,0.9,1,1,1072,504,1576,2.0,1,1,3,1,0.7,6,Typ,1,0.5,1,1923.0,0.625,2.0,528.0,0.1,0.5,0.8333333333333334,0,312,0,0,1,1,223500.0
808,809,80,1,85.0,13400,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,6,0.45,0.45,1966,1966,1,1,1,1,1,1047.0,0.5,0.5,2,0.5,0.5,0.3,0.7857142857142857,516.0,0.6428571428571429,380.0,1024.0,1,0.5,1,1,1086,0,1086,1.0,1,0,3,1,0.5,6,Typ,1,0.7,1,1966.0,0.625,2.0,484.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,159950.0
809,810,75,2,90.0,8100,0.75,0.875,1,0.75,3,0.8333333333333334,8,1,1,1,7,0.45,0.45,1898,1965,2,1,9,10,2,0.0,0.5,0.5,1,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,849.0,849.0,1,0.5,2,3,1075,1063,2138,0.0,2,0,2,3,0.5,11,Typ,0,0,2,1910.0,0.375,2.0,360.0,0.3,0.1,0.16666666666666666,40,156,0,0,1,1,106000.0
810,811,20,1,78.0,10140,0.75,0.875,1,0.75,1,0.8333333333333334,7,1,1,1,2,0.55,0.55,1974,1999,2,1,4,4,1,99.0,0.5,0.5,2,0.5,0.5,0.9,0.7857142857142857,663.0,0.35714285714285715,0.0,1040.0,1,0.3,1,1,1309,0,1309,1.0,1,1,3,1,0.7,5,Typ,1,0.3,1,1974.0,0.625,2.0,484.0,0.1,0.5,0.8333333333333334,265,0,0,0,1,1,181000.0
811,812,120,2,,4438,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,4,2,0.55,0.45,2004,2004,1,1,1,1,1,169.0,0.7,0.5,1,0.7,0.5,0.7,0.9285714285714286,662.0,0.21428571428571427,186.0,848.0,1,0.9,1,1,848,0,848,1.0,1,0,1,1,0.7,4,Typ,1,0.7,1,2004.0,0.875,2.0,420.0,0.1,0.5,0.8333333333333334,140,0,0,0,4,1,144500.0
812,813,20,3,66.0,8712,0.25,0.875,2,0.75,1,0.5,14,1,1,1,2,0.45,0.45,1952,1952,2,1,3,6,2,0.0,0.3,0.5,2,0.5,0.5,0.3,0.6428571428571429,0.0,0.21428571428571427,540.0,540.0,1,0.5,2,3,1044,0,1044,0.0,1,0,2,1,0.3,4,Typ,0,0,5,1952.0,0.375,2.0,504.0,0.1,0.5,0.16666666666666666,0,0,0,0,1,5,55993.0
813,814,20,1,75.0,9750,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.55,0.55,1958,1958,1,1,2,2,1,243.0,0.5,0.5,2,0.5,0.5,0.9,0.5,608.0,0.21428571428571427,834.0,1442.0,1,0.7,1,1,1442,0,1442,0.0,1,1,4,1,0.5,7,Typ,0,0,1,1958.0,0.625,1.0,301.0,0.1,0.5,0.8333333333333334,0,0,275,0,3,1,157900.0
814,815,50,1,45.0,8248,0.75,0.875,1,0.75,1,0.8333333333333334,16,1,1,1,3,0.45,0.65,1918,1950,1,1,10,9,2,0.0,0.5,0.5,3,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,686.0,686.0,2,0.7,1,1,686,564,1250,0.0,1,1,3,1,0.3,7,Typ,0,0,2,1955.0,0.375,1.0,280.0,0.1,0.5,0.5,207,0,96,0,1,1,116000.0
815,816,20,1,48.0,12137,0.75,0.375,1,0.75,4,0.8333333333333334,1,1,1,1,2,0.65,0.45,1998,1998,1,1,1,1,1,442.0,0.5,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,1649.0,1649.0,1,0.9,1,1,1661,0,1661,0.0,2,0,3,1,0.7,6,Typ,0,0,1,1998.0,0.625,2.0,598.0,0.1,0.5,0.8333333333333334,0,34,0,0,1,1,224900.0
816,817,20,1,,11425,0.75,0.625,1,0.75,3,0.8333333333333334,12,1,1,1,2,0.45,0.55,1954,1954,1,1,5,8,2,0.0,0.5,0.5,2,0.5,0.5,0.9,0.35714285714285715,486.0,0.21428571428571427,522.0,1008.0,1,0.7,1,1,1008,0,1008,0.0,1,0,2,1,0.5,4,Typ,1,0.7,1,1954.0,0.625,1.0,275.0,0.1,0.5,0.8333333333333334,0,0,120,0,1,1,137000.0
817,818,20,1,,13265,0.75,0.625,1,0.75,4,0.8333333333333334,5,1,1,1,2,0.75,0.45,2002,2002,2,1,7,7,1,148.0,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,1218.0,0.21428571428571427,350.0,1568.0,1,0.9,1,1,1689,0,1689,1.0,2,0,3,1,0.7,7,Typ,2,0.7,1,2002.0,0.625,3.0,857.0,0.1,0.5,0.8333333333333334,150,59,0,0,1,1,271000.0
818,819,80,1,80.0,8816,0.75,0.875,1,0.75,1,0.8333333333333334,20,1,1,1,6,0.55,0.65,1971,1971,1,1,4,4,1,80.0,0.5,0.5,2,0.5,0.5,0.3,0.9285714285714286,504.0,0.21428571428571427,506.0,1010.0,1,0.7,1,1,1052,0,1052,1.0,1,0,3,1,0.5,6,Typ,0,0,1,1971.0,0.375,2.0,440.0,0.1,0.5,0.8333333333333334,0,0,0,0,1,1,155000.0
819,820,120,1,44.0,6371,0.75,0.625,1,0.75,1,0.8333333333333334,11,1,1,4,2,0.65,0.45,2009,2010,1,1,1,1,3,128.0,0.7,0.5,1,0.7,0.5,0.5,0.9285714285714286,733.0,0.21428571428571427,625.0,1358.0,1,0.9,1,1,1358,0,1358,1.0,2,0,2,1,0.7,6,Typ,1,0.7,1,2010.0,0.625,2.0,484.0,0.1,0.5,0.8333333333333334,192,35,0,0,2,3,224000.0
820,821,60,1,72.0,7226,0.75,0.625,1,0.75,4,0.8333333333333334,1,1,1,1,1,0.65,0.45,2003,2003,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,798.0,798.0,1,0.9,1,1,798,842,1640,0.0,2,1,3,1,0.7,6,Typ,0,0,1,2003.0,0.625,2.0,595.0,0.1,0.5,0.8333333333333334,0,45,0,0,1,1,183000.0
821,822,20,2,60.0,6000,0.75,0.875,2,0.75,1,0.5,8,1,1,2,2,0.35,0.35,1953,1953,1,1,2,2,2,0.0,0.3,0.5,2,0.3,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,936.0,936.0,1,0.5,2,1,936,0,936,0.0,1,0,2,1,0.5,4,Min2,0,0,2,1974.0,0.375,2.0,576.0,0.1,0.5,0.8333333333333334,0,32,112,0,1,1,93000.0
822,823,60,1,,12394,0.75,0.625,1,0.75,3,0.8333333333333334,18,1,1,1,1,0.65,0.45,2003,2003,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.5,0.7,0.6428571428571429,0.0,0.21428571428571427,847.0,847.0,1,0.9,1,1,847,886,1733,0.0,2,1,3,1,0.7,7,Typ,1,0.7,3,2003.0,0.875,2.0,433.0,0.1,0.5,0.8333333333333334,100,48,0,0,1,6,225000.0
823,824,50,1,60.0,9900,0.75,0.875,1,0.75,1,0.8333333333333334,24,1,1,1,3,0.55,0.65,1940,1950,1,1,1,1,2,0.0,0.5,0.5,3,0.5,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,778.0,778.0,1,0.5,1,1,944,545,1489,0.0,2,0,3,1,0.5,7,Typ,1,0.7,2,1940.0,0.375,1.0,240.0,0.1,0.5,0.8333333333333334,335,0,0,0,1,1,139500.0
824,825,20,4,81.0,11216,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,1,2,0.75,0.45,2006,2006,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.7,0.9,0.6428571428571429,0.0,0.21428571428571427,1489.0,1489.0,1,0.9,1,1,1489,0,1489,0.0,2,0,3,1,0.7,7,Typ,1,0.7,1,2006.0,0.625,2.0,776.0,0.1,0.5,0.8333333333333334,0,140,0,0,2,3,232600.0
825,826,20,1,114.0,14803,0.75,0.875,1,0.75,1,0.8333333333333334,11,3,5,1,2,0.95,0.45,2007,2008,2,1,7,7,1,816.0,0.9,0.5,1,0.9,0.5,0.3,0.9285714285714286,1636.0,0.21428571428571427,442.0,2078.0,1,0.9,1,1,2084,0,2084,1.0,2,0,2,1,0.9,7,Typ,1,0.7,1,2007.0,0.875,3.0,1220.0,0.1,0.5,0.8333333333333334,188,45,0,0,2,3,385000.0
826,827,45,2,50.0,6130,0.75,0.875,1,0.75,1,0.8333333333333334,9,1,1,1,4,0.45,0.55,1924,1950,1,1,2,2,2,0.0,0.5,0.5,3,0.5,0.5,0.9,0.7857142857142857,784.0,0.21428571428571427,0.0,784.0,1,0.7,1,1,784,0,784,1.0,1,0,2,1,0.7,5,Typ,0,0,0,,0.5,0.0,0.0,0,0.5,0.8333333333333334,0,0,116,0,1,1,109500.0
827,828,20,1,65.0,8529,0.75,0.625,1,0.75,1,0.8333333333333334,13,1,1,1,2,0.65,0.45,2001,2001,1,1,1,1,2,0.0,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,20.0,0.21428571428571427,1434.0,1454.0,1,0.9,1,1,1434,0,1434,0.0,2,0,3,1,0.7,6,Typ,1,0.5,1,2001.0,0.625,2.0,527.0,0.1,0.5,0.8333333333333334,290,39,0,0,1,1,189000.0
828,829,60,1,,28698,0.75,0.375,3,0.75,4,0.16666666666666666,20,1,1,1,1,0.45,0.45,1967,1967,5,6,8,5,2,0.0,0.5,0.5,1,0.5,0.7,0.7,0.21428571428571427,249.0,0.7857142857142857,0.0,1013.0,1,0.5,1,1,1160,966,2126,0.0,2,1,3,1,0.5,7,Min2,0,0,1,1967.0,0.875,2.0,538.0,0.1,0.5,0.8333333333333334,486,0,0,225,1,2,185000.0
829,830,160,4,24.0,2544,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,5,1,0.65,0.45,2005,2005,1,1,2,2,2,0.0,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,600.0,600.0,1,0.9,1,1,520,623,1223,0.0,2,1,2,1,0.7,4,Typ,0,0,2,2005.0,0.625,2.0,480.0,0.1,0.5,0.8333333333333334,0,166,0,0,1,1,147400.0
830,831,20,1,80.0,11900,0.75,0.625,1,0.75,3,0.8333333333333334,12,1,1,1,2,0.55,0.45,1957,1957,1,1,4,4,1,387.0,0.5,0.5,2,0.5,0.5,0.9,0.5,1040.0,0.21428571428571427,352.0,1392.0,1,0.5,1,3,1392,0,1392,1.0,1,1,3,1,0.5,6,Typ,2,0.7,1,1957.0,0.625,2.0,458.0,0.1,0.5,0.8333333333333334,0,0,0,192,1,1,166000.0
831,832,160,4,30.0,3180,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,4,1,0.65,0.45,2005,2005,1,1,2,2,2,0.0,0.5,0.5,1,0.7,0.5,0.9,0.6428571428571429,0.0,0.21428571428571427,600.0,600.0,1,0.9,1,1,520,600,1200,0.0,2,1,2,1,0.7,4,Typ,0,0,2,2005.0,0.625,2.0,480.0,0.1,0.5,0.8333333333333334,0,166,0,0,1,1,151000.0
832,833,60,1,44.0,9548,0.75,0.625,1,0.75,4,0.8333333333333334,1,1,1,1,1,0.65,0.55,2003,2003,1,1,1,1,1,223.0,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,483.0,0.21428571428571427,458.0,941.0,1,0.9,1,1,941,888,1829,1.0,2,1,3,1,0.7,7,Typ,1,0.5,1,2003.0,0.625,2.0,613.0,0.1,0.5,0.8333333333333334,192,39,0,0,1,1,237000.0
833,834,20,1,100.0,10004,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.55,0.55,1964,1964,1,1,4,5,1,180.0,0.5,0.5,2,0.5,0.5,0.9,0.5,196.0,0.6428571428571429,975.0,1516.0,1,0.5,1,1,1516,0,1516,0.0,1,1,3,1,0.5,6,Typ,0,0,1,1964.0,0.625,2.0,472.0,0.1,0.5,0.8333333333333334,0,0,0,152,1,1,167000.0
