Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,SalePrice
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,2.292001194,1.191165274,1,0.9,1,1,1.079634056,1.234759273,-0.120200538,1.808890172,-0.819683508,-0.240978467,2.604629425,-0.761359798,1.389546644,-0.211381153,0.7,0.911897317,340000
1,0.9,0.5,0.625,0.916666667,2.195493237,0.125,-0.28855396,-0.353591526,1.820289163,1,0.9,1,1,1.793572893,-0.794890864,-0.120200538,0.6480476,1.107430697,-0.240978467,-1.025689392,1.227164899,-2.287924233,-0.211381153,0.9,0.911897317,394432
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.938652651,-0.171936486,1,0.9,1,1,-0.402565051,1.021714733,-0.120200538,0.541478446,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.5,0.296661604,179000
3,0.5,0.5,0.125,0.375,-0.494717541,0.125,-0.28855396,0.544868961,-0.071641374,1,0.5,1,1,-0.353417087,0.72849214,-0.120200538,0.334049199,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,127000
1,0.7,0.7,0.125,0.125,-0.9726849,0.125,-0.28855396,1.642484418,0.536967606,1,0.9,1,1,0.357935015,-0.794890864,-0.120200538,-0.408128839,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,-0.933809822,187750
1,0.7,0.5,0.625,0.125,-0.9726849,0.125,-0.28855396,0.841338291,-0.269952165,1,0.9,1,1,-0.578463025,1.170616831,-0.120200538,0.535769384,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,0.911897317,213500
3,0.3,0.3,0.125,0.125,-0.9726849,0.125,-0.28855396,0.49055397,-0.623264494,1,0.5,2,3,-0.979406937,-0.794890864,-0.120200538,-1.391990494,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.933809822,76000
1,0.7,0.5,0.625,0.916666667,1.186938259,0.125,-0.28855396,0.06282341,1.191165274,1,0.9,1,1,-0.216320137,1.207269655,-0.120200538,0.832640599,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,1.52713303,240000
1,0.7,0.5,0.125,0.916666667,-0.920064641,0.125,-0.28855396,1.504433814,0.452628534,1,0.9,1,1,0.275159497,-0.794890864,-0.120200538,-0.469025498,-0.819683508,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,-0.318574109,192000
1,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.205400263,-0.910473226,1,0.5,1,1,-1.305335536,0.41007073,-0.120200538,-0.63078225,-0.819683508,-0.240978467,-1.025689392,-0.761359798,2.61537027,-0.211381153,0.5,0.911897317,81000
2,0.5,0.5,0.625,0.75,0.410789428,0.125,-0.28855396,-0.355854651,-0.037449858,1,0.9,1,1,-0.097330331,-0.794890864,-0.120200538,-0.743060466,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,125000
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,2.038531233,0.935868623,1,0.9,1,1,0.81837383,-0.794890864,-0.120200538,-0.06939117,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,191000
1,0.9,0.5,0.625,0.916666667,1.833728952,0.125,-0.28855396,-0.373959648,1.423667581,1,0.9,1,1,1.498685112,0.556682026,-0.120200538,1.553885411,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.9,1.52713303,426000
3,0.5,0.7,0.125,0.625,-0.444289792,0.583333333,2.135210995,-0.765480213,-0.447748047,1,0.9,1,1,-0.521554857,0.135174549,-0.120200538,-0.282529478,1.107430697,-0.240978467,-1.025689392,-0.761359798,1.389546644,-0.211381153,0.5,0.296661604,119000
1,0.9,0.5,0.125,0.75,0.540147567,0.125,-0.28855396,-1.025739548,-0.577675806,1,0.9,1,1,-0.927672239,1.855566482,-0.120200538,0.847864764,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,0.296661604,215000
5,0,0,0,0,-0.9726849,0.5,-0.28855396,-1.283735758,-2.410341049,1,0.5,1,1,-0.725906915,-0.794890864,-0.120200538,-1.205494474,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.933809822,106500
2,0.5,0.5,0.125,0.625,-0.389477022,0.125,-0.28855396,-0.102384689,-0.614146756,1,0.5,1,3,-0.969059997,-0.794890864,-0.120200538,-1.384378412,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-1.549045535,100000
2,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.379660862,-0.734956779,1,0.7,1,3,-1.106156948,-0.109941213,-0.120200538,-0.916235342,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.933809822,109000
2,0.5,0.5,0.625,0.583333333,0.647580597,0.125,-0.28855396,-0.367170274,0.197331883,1,0.5,1,1,-0.048182367,-0.794890864,-0.120200538,-0.706903074,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,129000
2,0.5,0.5,0.625,0.625,0.730896008,0.125,-0.28855396,-1.018950174,-0.372526712,1,0.5,1,1,-0.694866096,-0.794890864,-0.120200538,-1.182658227,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.318574109,123000
2,0.5,0.5,0.125,0.75,0.211270943,0.125,-0.28855396,-0.550483371,-0.440909743,1,0.5,1,1,-0.741427325,1.349299349,-0.120200538,0.564314693,-0.819683508,-0.240978467,0.789470017,-0.761359798,1.389546644,-0.211381153,0.5,0.911897317,169500
3,0.3,0.1,0.125,0.125,-0.9726849,0.125,-0.28855396,0.891127033,-0.219804608,1,0.7,1,5,-0.221493607,-0.794890864,-0.120200538,-0.834405455,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.318574109,67000
1,0.7,0.5,0.125,0.916666667,0.807633887,0.125,-0.28855396,-0.650060855,0.078801296,1,0.9,1,1,-0.130957884,0.208480197,-0.120200538,0.065723293,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,0.296661604,241000
1,0.7,0.5,0.125,0.916666667,0.750628606,0.125,-0.28855396,-0.211014673,0.461746272,1,0.9,1,1,0.324307461,-0.794890864,-0.120200538,-0.432868107,1.107430697,-0.240978467,-1.025689392,1.227164899,-2.287924233,-0.211381153,0.9,-1.549045535,245500
1,0.7,0.5,0.625,0.916666667,-0.920064641,0.125,-0.28855396,1.626642546,0.575717991,1,0.9,1,1,0.381215629,-0.794890864,-0.120200538,-0.391001653,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,164990
1,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.237084009,-0.878561145,1,0.9,1,1,-1.269121247,-0.794890864,-0.120200538,-1.605128803,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-1.549045535,108000
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,1.298489471,0.19049358,1,0.7,1,1,0.006139066,1.720409193,-0.120200538,1.422576989,-0.819683508,-0.240978467,0.789470017,1.227164899,1.389546644,-0.211381153,0.7,2.142368743,258000
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.540342712,-0.573116938,1,0.7,1,1,-0.922498769,0.959863092,-0.120200538,0.107589747,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.5,0.296661604,168000
2,0.5,0.5,0.125,0.583333333,1.474157177,0.125,-0.28855396,-0.910320191,0.509614394,1,0.9,1,1,1.183103453,-0.794890864,-0.120200538,0.198934736,1.107430697,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,0.911897317,150000
3,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,1.124228873,0.014977133,1,0.9,1,3,0.008725801,-0.794890864,9.607689716,0.235092128,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,115000
3,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.61728895,-0.495616169,1,0.9,1,1,-0.834549782,1.129382404,-0.120200538,0.313115973,-0.819683508,-0.240978467,0.789470017,-0.761359798,1.389546644,-0.211381153,0.5,0.911897317,177000
1,0.9,0.7,0.125,0.125,-0.9726849,0.125,-0.28855396,1.121965748,0.012697699,1,0.9,1,1,-0.237014016,1.727281598,-0.120200538,1.249402113,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,1.52713303,280000
1,0.9,0.5,0.125,0.916666667,0.757206138,0.125,-0.28855396,-0.729270218,-0.053405899,1,0.9,1,1,-0.291335449,1.560053088,-0.120200538,1.070518176,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.9,0.911897317,339750
2,0.5,0.3,0.125,0.125,-0.9726849,0.125,-0.28855396,1.604011299,0.498217222,1,0.5,1,3,0.293266642,-0.794890864,-0.120200538,-0.455704354,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.933809822,60000
2,0.5,0.5,0.375,0.625,1.342606528,0.125,-0.28855396,-1.283735758,-0.003258342,1,0.5,2,1,-0.27581504,-0.794890864,-0.120200538,-0.874368888,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.933809822,145000
1,0.9,0.5,0.625,0.916666667,0.294586355,0.125,-0.28855396,0.734971432,0.940427492,1,0.9,1,1,0.815787095,-0.794890864,-0.120200538,-0.071294191,1.107430697,-0.240978467,0.789470017,1.227164899,-1.062100607,-0.211381153,0.7,0.296661604,222000
2,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.997493892,-0.112671192,1,0.7,1,3,-0.348243617,-0.794890864,-0.120200538,-0.927653465,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.933809822,115000
1,0.7,0.5,0.125,0.583333333,-0.863059359,0.916666667,3.003055224,-0.154436556,0.051448083,1,0.9,1,1,-0.213733402,1.534854271,-0.120200538,1.106675567,-0.819683508,3.947456785,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,1.52713303,228000
1,0.7,0.5,0.625,0.916666667,-0.920064641,0.125,-0.28855396,1.694536285,0.644101022,1,0.9,1,1,0.458817676,-0.794890864,-0.120200538,-0.333911035,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,181134
2,0.5,0.5,0.125,0.75,-0.514450139,0.125,-0.28855396,-0.235909044,-0.878561145,1,0.5,1,1,-1.269121247,0.872812635,-0.120200538,-0.219729798,-0.819683508,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.5,-0.318574109,149500
3,0.7,0.5,0.125,0.583333333,1.500467307,0.125,-0.28855396,-0.736059592,0.712484054,2,0.5,2,3,0.536419724,2.077774229,-0.120200538,2.109567429,1.107430697,-0.240978467,0.789470017,1.227164899,1.389546644,-0.211381153,0.5,2.142368743,239000
3,0.5,0.5,0.125,0.75,-0.288621524,0.125,-0.28855396,-0.278908412,-0.687088657,1,0.3,2,2,-1.051835514,0.071032106,-0.120200538,-0.725933281,1.107430697,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.5,0.296661604,126000
2,0.5,0.5,0.125,0.583333333,0.726510987,0.125,-0.28855396,-0.647797731,-0.003258342,1,0.9,1,1,-0.27581504,-0.794890864,-0.120200538,-0.874368888,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,142000
1,0.7,0.7,0.875,0.916666667,1.897311765,0.125,-0.28855396,-1.204526396,0.65321876,1,0.9,1,1,0.469164616,-0.794890864,-0.120200538,-0.326298952,3.034544902,-0.240978467,0.789470017,-0.761359798,-1.062100607,4.327096548,0.5,0.911897317,206300
2,0.7,0.5,0.125,0.75,1.759183584,0.125,-0.28855396,-0.478063382,1.24131283,1,0.7,1,1,1.136542224,-0.794890864,-0.120200538,0.164680365,-0.819683508,3.947456785,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,0.911897317,215000
2,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.952231399,-0.15825988,1,0.9,1,3,-0.451713014,-0.794890864,-0.120200538,-1.00377429,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-1.549045535,113000
1,0.7,0.5,0.125,0.916666667,1.18913077,0.125,-0.28855396,-0.188383426,0.940427492,1,0.7,1,1,0.795093215,1.862438887,-0.120200538,2.120985553,1.107430697,-0.240978467,0.789470017,1.227164899,1.389546644,-0.211381153,0.7,0.911897317,315000
2,0.7,0.5,0.125,0.375,0.377901766,0.125,-0.28855396,0.028876541,0.315862471,1,0.7,1,3,0.086327848,-0.794890864,-0.120200538,-0.607946003,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.318574109,139000
2,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.189558391,-0.926429267,1,0.7,1,1,-1.178585525,0.767435765,-0.120200538,-0.240663025,-0.819683508,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.5,-0.318574109,135000
1,0.7,0.5,0.875,0.916666667,2.355546527,0.125,-0.28855396,-1.283735758,1.049840342,1,0.7,1,1,1.245185091,-0.794890864,-0.120200538,0.244607231,1.107430697,3.947456785,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,-0.933809822,275000
2,0.5,0.5,0.125,0.625,-0.341241784,0.125,-0.28855396,0.117138402,-0.342894065,1,0.9,1,1,-0.661238542,-0.794890864,-0.120200538,-1.157918959,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.933809822,109008
1,0.7,0.5,0.125,0.916666667,0.483142285,0.125,-0.28855396,-0.052595947,0.343215684,1,0.9,1,1,0.117368667,-0.794890864,-0.120200538,-0.585109755,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,-0.318574109,195400
2,0.7,0.5,0.375,0.916666667,1.230788476,0.125,-0.28855396,-0.407906518,0.76263161,1,0.5,1,1,0.64506259,-0.794890864,-0.120200538,-0.196893551,1.107430697,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,175000
2,0.5,0.5,0.125,0.75,-0.124183212,0.125,-0.28855396,-1.066475792,-1.309374243,1,0.5,1,1,-1.758014146,0.359673097,-0.120200538,-1.00567731,-0.819683508,-0.240978467,-1.025689392,1.227164899,-1.062100607,-0.211381153,0.5,-1.549045535,85400
3,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.755339554,-0.356570671,1,0.7,1,1,-0.193039522,-0.542902698,-0.120200538,-0.604139962,-0.819683508,-0.240978467,-1.025689392,-0.761359798,1.389546644,-0.211381153,0.5,0.296661604,79900
2,0.5,0.5,0.125,0.75,0.059987697,0.125,-0.28855396,-0.61837711,-0.666573747,1,0.9,1,1,-1.0285549,0.579590041,-0.120200538,-0.28633552,1.107430697,-0.240978467,-1.025689392,1.227164899,-1.062100607,-0.211381153,0.5,-0.318574109,122500
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.811917671,-0.299584812,1,0.9,1,1,-0.612090579,0.758272559,-0.120200538,0.168486406,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.5,0.296661604,181000
2,0.7,0.5,0.625,0.75,0.112607956,0.125,-0.28855396,-0.97821393,-0.974297389,1,0.7,1,1,-1.377764114,-0.794890864,-0.120200538,-1.685055668,1.107430697,-0.240978467,-1.025689392,-0.761359798,-2.287924233,-0.211381153,0.5,-2.164281248,81000
1,0.7,0.5,0.625,0.916666667,-0.128568234,0.75,1.843863289,-1.125317033,-0.589072978,1,0.9,1,1,-0.868177335,1.115637595,-0.120200538,0.276958581,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,-0.318574109,212000
3,0.3,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.182769017,-0.93326757,1,0.5,1,3,-1.108743683,0.084776915,-0.120200538,-0.75638161,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.318574109,116000
1,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.716866435,-0.395321056,1,0.7,1,1,-0.668998747,-0.794890864,-0.120200538,-1.163628021,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-1.549045535,119000
1,0.5,0.5,0.125,0.375,-0.17241845,0.125,-0.28855396,-1.114001409,-1.407389921,1,0.5,2,1,-1.212213079,-0.794890864,-0.120200538,-1.563262349,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.7,-1.549045535,90350
3,0.5,0.3,0.375,0.125,-0.9726849,0.125,-0.28855396,0.264241504,-0.851207932,1,0.7,1,1,-1.238080428,0.377999509,-0.120200538,-0.607946003,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.7,0.296661604,110000
1,0.9,0.5,0.875,0.916666667,2.901481722,0.75,3.052646323,0.499606468,4.642228928,1,0.9,1,1,3.205930157,-0.794890864,-0.120200538,1.687096853,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.9,2.142368743,555000
2,0.5,0.5,0.125,0.75,-0.681080961,0.125,-0.28855396,1.674168163,0.87204446,1,0.5,2,2,0.717491168,-0.794890864,-0.120200538,-0.143608974,-0.819683508,-0.240978467,0.789470017,-0.761359798,1.389546644,4.327096548,0.3,0.911897317,118000
1,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,1.155912618,0.046889214,1,0.5,1,1,-0.089570126,0.224515807,-0.120200538,0.109492767,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,0.911897317,162900
1,0.9,0.5,0.625,0.125,-0.9726849,0.125,-0.28855396,1.563275055,0.457187403,1,0.9,1,1,0.246705413,-0.794890864,-0.120200538,-0.489958725,-0.819683508,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,-0.318574109,172500
1,0.7,0.5,0.125,0.916666667,0.434907047,0.125,-0.28855396,-0.665902728,-0.32465859,1,0.9,1,1,-0.593983434,1.438640608,-0.120200538,0.747004672,1.107430697,-0.240978467,0.789470017,1.227164899,1.389546644,-0.211381153,0.7,0.911897317,210000
2,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,1.966111244,0.862926723,1,0.3,1,1,1.361588162,-0.794890864,-0.120200538,0.330243158,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,0.296661604,127500
2,0.5,0.5,0.125,0.75,-0.431134727,0.625,4.131252722,-0.023175327,1.047560908,1,0.9,1,1,1.87634841,-0.794890864,-0.120200538,0.70894426,-0.819683508,-0.240978467,0.789470017,1.227164899,-1.062100607,-0.211381153,0.7,-0.318574109,190000
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.820970169,-0.290467074,1,0.7,1,1,-0.534488531,1.33555454,-0.120200538,0.705138218,-0.819683508,-0.240978467,0.789470017,1.227164899,1.389546644,-0.211381153,0.7,2.142368743,199900
3,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.481501471,-0.632382232,1,0.5,1,1,-0.989753876,0.570426835,-0.120200538,-0.265402293,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,0.296661604,119500
2,0.5,0.5,0.125,0.75,-0.246963818,0.125,-0.28855396,-0.564062119,-0.930988136,1,0.9,1,1,-1.251014103,0.359673097,-0.120200538,-0.632685271,-0.819683508,-0.240978467,-1.025689392,1.227164899,-1.062100607,-0.211381153,0.5,-0.318574109,120000
3,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.556184585,-0.557160897,1,0.9,1,3,-0.904391624,-0.794890864,-0.120200538,-1.336802897,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.7,-0.933809822,110000
2,0.7,0.5,0.875,0.75,0.463409688,0.125,-0.28855396,0.703287687,1.084031858,1,0.5,1,1,0.958057515,-0.794890864,-0.120200538,0.033371943,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,-0.933809822,280000
1,0.9,0.5,0.125,0.75,0.654158129,0.125,-0.28855396,-0.989529553,-0.422674268,1,0.9,1,1,-0.710386506,1.193524846,-0.120200538,0.457745539,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.5,0.296661604,204000
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.454343975,-0.659735444,1,0.9,1,1,-0.974233467,1.046913549,-0.120200538,0.141844118,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,-0.318574109,210000
2,0.5,0.5,0.125,0.75,2.54848748,0.125,-0.28855396,-1.007634551,1.528521562,1,0.5,1,1,1.462470824,-0.794890864,-0.120200538,0.404460962,3.034544902,-0.240978467,0.789470017,-0.761359798,1.389546644,4.327096548,0.5,0.911897317,188000
2,0.5,0.5,0.125,0.75,1.035655013,0.125,-0.28855396,-0.545957121,0.420716453,1,0.3,1,1,0.205317655,-0.794890864,-0.120200538,-0.520407055,-0.819683508,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.5,-0.318574109,175500
3,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.128454025,-0.987973995,1,0.3,2,1,-1.393284523,0.854486223,-0.120200538,-0.326298952,-0.819683508,-0.240978467,-1.025689392,-0.761359798,1.389546644,-0.211381153,0.5,0.296661604,98000
2,0.7,0.5,0.875,0.583333333,1.474157177,0.125,-0.28855396,-0.722480844,0.698807447,1,0.9,1,1,1.294333054,-0.794890864,-0.120200538,0.280764622,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.7,-0.318574109,256000
1,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.046981538,-1.070033633,1,0.3,1,1,-0.852656926,1.113346793,-0.120200538,0.286473684,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.7,0.296661604,161000
2,0.5,0.5,0.125,0.375,-0.567070398,0.125,-0.28855396,-0.09785844,-0.794222073,1,0.5,1,1,-0.474993628,-0.281751326,-0.120200538,-0.594624858,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.7,-0.933809822,110000
1,0.7,0.5,0.125,0.916666667,0.220040987,0.125,-0.28855396,-0.631955858,-0.513851644,1,0.9,1,1,-0.855243661,1.731863201,-0.120200538,0.798386228,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.5,0.911897317,263435
1,0.7,0.7,0.125,0.75,-0.205306113,0.583333333,1.013212384,-1.283735758,-1.133857795,1,0.9,1,1,-1.520034534,0.487957981,-0.120200538,-0.72403026,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,155000
2,0.5,0.5,0.125,0.625,0.239773584,0.583333333,1.639300006,-1.283735758,-0.440909743,1,0.7,1,1,-0.772468144,-0.794890864,-0.120200538,-1.239748845,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.933809822,62383
2,0.5,0.5,0.125,0.375,-0.257926372,0.125,-0.28855396,-0.403380268,-0.780545466,1,0.3,1,3,-0.811269167,1.06294916,-0.120200538,0.27505556,-0.819683508,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.5,-0.318574109,188700
2,0.7,0.5,0.125,0.625,0.377901766,0.125,-0.28855396,-0.324170905,-0.039729292,1,0.5,1,1,-0.317202798,-0.794890864,-0.120200538,-0.904817218,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,-0.933809822,124000
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,1.82806064,0.723881226,1,0.9,1,1,0.65023606,-0.794890864,-0.120200538,-0.19308751,-0.819683508,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,-0.318574109,178740
2,0.5,0.7,0.875,0.916666667,0.733088519,0.125,-0.28855396,-0.154436556,0.500496656,1,0.5,1,1,0.295853377,-0.794890864,-0.120200538,-0.453801333,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.933809822,167000
2,0.5,0.5,0.125,0.375,-0.126375723,0.125,-0.28855396,-0.509747127,-0.750912819,1,0.9,1,1,-0.710386506,0.936955077,-0.120200538,0.244607231,-0.819683508,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.7,0.296661604,146500
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,2.396104928,1.296019255,1,0.9,1,1,1.219317742,-0.794890864,-0.120200538,0.225577025,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,0.296661604,250000
1,0.7,0.5,0.125,0.916666667,-0.03867529,0.125,-0.28855396,-0.364907149,-0.513851644,1,0.9,1,1,-0.855243661,1.216432861,-0.120200538,0.370206591,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,0.296661604,187000
1,0.7,0.5,0.625,0.916666667,-0.165840918,0.583333333,6.654199875,-1.283735758,0.981457311,1,0.5,1,1,0.877868733,-0.794890864,-0.120200538,-0.025621696,1.107430697,-0.240978467,-1.025689392,1.227164899,-2.287924233,-0.211381153,0.7,-1.549045535,212000
2,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.544868961,-0.568558069,1,0.5,1,1,-0.004207874,1.056076755,-0.120200538,0.863088929,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.5,0.911897317,190000
1,0.7,0.5,0.875,0.916666667,0.033677567,0.125,-0.28855396,-1.084580789,-1.163490442,1,0.9,1,1,-0.234427281,-0.794890864,-0.120200538,-0.843920558,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.933809822,148000
1,0.9,0.5,0.875,0.916666667,1.987204709,0.125,-0.28855396,0.132980275,2.093821289,1,0.9,1,1,2.103981083,-0.794890864,-0.120200538,0.876410073,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,0.296661604,440000
1,0.7,0.5,0.625,0.916666667,1.649558043,0.125,-0.28855396,-0.609324612,0.995133917,1,0.9,1,1,1.26587897,-0.794890864,-0.120200538,0.259831396,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.9,-0.318574109,251000
