Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,SaleType,SaleCondition,SalePrice
224,20,1,70.0,0.04208014112399044,0.75,0.875,1,0.75,2,0.8333333333333334,12,1,1,1,2,0.35,0.55,-0.010325634334611195,-0.6348356275998581,1,1,4,4,2,-0.5669188163210045,0.5,0.5,2,0.5,0.5,0.9,0.7857142857142857,0.18157791256516248,0.35714285714285715,-0.9112563592101983,-0.4248663731096993,1,0.7,1,1,-0.7533391276451349,-0.7848905642207468,-1.2582917383651286,-0.8187888067594956,-1.0271868296772464,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.5,-1.5620983014965208,1,-0.9241528710642197,0.0,2,0.2638190858664304,0.375,0.30698716627569994,0.47921265000436114,0.0,0.5,0.8333333333333334,0.966517540164041,-0.7027223652857307,-0.35953914829025974,0,1,2,9.7
225,20,1,103.0,0.41890293457803085,0.75,0.875,1,0.75,1,0.8333333333333334,11,1,1,1,2,0.95,0.45,1.0460783655857715,0.8966792953797542,2,1,1,1,1,4.588107165276811,0.9,0.5,1,0.9,0.5,0.7,0.9285714285714286,-0.8456253842796172,0.21428571428571427,4.038800736894219,3.0390397616841742,1,0.9,1,1,3.1410229503436002,-0.7848905642207468,1.761166505501707,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.9,0.9866803134103238,1,0.6235248286698352,0.9,1,0.2949518985393813,0.875,1.618986490373457,2.297936999057716,0.0,0.5,0.8333333333333334,1.2194288070715604,0.8510953684803393,-0.35953914829025974,0,1,1,38.625
226,160,2,21.0,-1.076216305129252,0.75,0.875,1,0.75,1,0.8333333333333334,23,1,1,5,1,0.45,0.45,-0.010325634334611195,-0.6348356275998581,1,1,4,4,1,0.22702227845870238,0.5,0.5,2,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.15791957606970802,-0.9553336738569287,1,0.5,1,1,-1.349727037494195,0.7826338548130934,-0.39276640406298596,-0.8187888067594956,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,-0.9241528710642197,0.0,2,0.2682666305339948,0.375,-1.005012157822057,-0.8941098176481722,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,3,2,11.2
227,60,1,82.0,-0.027654898041461193,0.75,0.625,1,0.75,1,0.8333333333333334,4,1,1,1,1,0.65,0.45,0.7819773656056759,0.5138005646348511,1,1,1,1,1,1.0545101800600871,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,0.2715679449810513,0.21428571428571427,0.17611831539362133,0.34363112669077395,1,0.9,1,1,0.1386940708470492,2.261518500151568,2.0141054159826983,-0.8187888067594956,0.7812319615337806,1.232387720662429,1.385418079037127,-0.20766289448672728,0.7,1.623874967137035,1,0.6235248286698352,0.5,1,0.27716171986912364,0.625,1.618986490373457,1.1519550750368521,0.0,0.5,0.8333333333333334,1.0297453568909207,0.9842797456602881,-0.35953914829025974,0,1,2,29.0
228,160,2,21.0,-1.0522528098523969,0.75,0.875,1,0.75,1,0.8333333333333334,23,1,1,5,1,0.55,0.55,-0.04333825933212316,-0.682695468942971,1,1,4,4,1,0.143155261404508,0.5,0.5,2,0.5,0.5,0.9,0.5,-0.26398249183545774,0.21428571428571427,-0.9067066743792199,-1.2885759525314702,1,0.5,1,1,-1.7243809808609123,0.3907527500546334,-1.015233254074801,-0.8187888067594956,-1.0271868296772464,1.232387720662429,-1.0456221209685077,-0.20766289448672728,0.5,-0.9249036477698097,1,-0.9241528710642197,0.0,2,0.25937154119886596,0.375,-1.005012157822057,-0.8941098176481722,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,10.6
229,20,1,70.0,-0.20883920889133462,0.75,0.875,1,0.75,2,0.8333333333333334,10,2,1,1,2,0.45,0.45,-0.14237613432465904,-0.8262749929723097,1,1,4,4,2,-0.5669188163210045,0.5,0.5,2,0.5,0.5,0.9,0.7857142857142857,0.8795493834981538,0.21428571428571427,-1.115992176604223,-0.3160525678282164,1,0.5,1,1,-0.6310031461376353,-0.7848905642207468,-1.163439646934757,-0.8187888067594956,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.9249036477698097,1,0.6235248286698352,0.3,2,0.2304625008596973,0.375,-1.005012157822057,-0.6342920534976929,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,12.5
230,120,1,43.0,-0.8857762527174187,0.75,0.875,1,0.75,1,0.8333333333333334,22,1,1,4,2,0.65,0.45,1.1121036155807955,1.040258819409093,1,1,1,1,1,-0.47746066479653054,0.7,0.5,1,0.7,0.5,0.3,0.9285714285714286,-0.933420537856094,0.21428571428571427,1.811730012130329,0.7290133537293594,1,0.9,1,1,1.0077892728065772,-0.7848905642207468,0.10718316118459872,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.7,0.34948565968361267,1,0.6235248286698352,0.5,1,0.2993994432069457,0.875,0.30698716627569994,-0.19816937795938844,0.0,0.5,0.8333333333333334,0.3895637125312618,-0.40675708266362215,-0.35953914829025974,0,1,1,19.25
231,20,1,73.0,-0.17853616459943836,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.55,0.55,-0.40647713430475474,-1.2091537237172127,2,1,2,2,1,0.6631307671405132,0.5,0.5,2,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,1.4409306984055956,0.3232285382004959,1,0.5,1,1,0.08772074521892441,-0.7848905642207468,-0.6061836097813226,1.0871478175873686,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,-0.9241528710642197,0.0,1,0.19710591585296422,0.625,-1.005012157822057,-0.7456425238478984,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,1.5083324235997526,0,1,1,14.8
232,60,1,174.0,0.6301367077591988,0.75,0.625,1,0.75,1,0.8333333333333334,4,1,1,1,1,0.75,0.45,0.7819773656056759,0.5616604059779641,1,1,1,1,1,2.2621952256404865,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,0.5437329210681296,0.21428571428571427,0.48322204148465825,0.9307722843554423,1,0.9,1,1,0.8421259645151715,2.2568532489044433,2.555552771231071,1.0871478175873686,0.7812319615337806,1.232387720662429,1.385418079037127,-0.20766289448672728,0.9,1.623874967137035,1,0.6235248286698352,0.5,1,0.27716171986912364,0.875,1.618986490373457,1.564879735918864,0.0,0.5,0.8333333333333334,-0.7406335114617164,1.4578241978556619,2.784711331057928,0,1,1,40.3
233,160,2,21.0,-1.076216305129252,0.75,0.875,1,0.75,1,0.8333333333333334,23,1,1,5,1,0.55,0.45,0.022686990662900766,-0.5869757862567452,1,1,4,4,1,1.0936481213520444,0.5,0.5,2,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,-0.17648225900719883,-1.2885759525314702,1,0.5,1,1,-1.7243809808609123,0.3907527500546334,-1.015233254074801,-0.8187888067594956,-1.0271868296772464,1.232387720662429,-1.0456221209685077,-0.20766289448672728,0.5,-0.9249036477698097,1,0.6235248286698352,0.1,1,0.2260149561921329,0.375,-1.005012157822057,-0.8569929941981038,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,9.45
234,20,1,75.0,0.061098788169113606,0.75,0.875,1,0.75,3,0.8333333333333334,1,1,1,1,2,0.45,0.55,0.15473749065294862,-0.3955364208842937,1,1,4,4,2,-0.5669188163210045,0.5,0.5,2,0.5,0.7,0.3,0.21428571428571427,-0.569070650513715,0.7857142857142857,-1.2752311456884642,-0.35685774480877247,1,0.5,1,1,-0.6768791392029476,-0.7848905642207468,-1.1990091812211463,1.0871478175873686,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.9249036477698097,1,-0.9241528710642197,0.0,1,0.23491004552726172,0.375,-1.005012157822057,-0.7642009355729326,0.0,0.5,0.8333333333333334,2.144135626702179,-0.7027223652857307,-0.35953914829025974,0,1,1,12.82
235,60,1,0.0,-0.29378916569288477,0.75,0.875,1,0.75,1,0.8333333333333334,18,1,1,1,1,0.55,0.45,1.0130657405882597,0.8488194540366414,1,1,1,1,0,-0.5669188163210045,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,0.40326067534576665,0.21428571428571427,-0.7406431780485111,-0.43393419021648955,1,0.9,1,1,-0.7635337927707598,1.7809976216977417,0.9074976826283608,1.0871478175873686,0.7812319615337806,1.232387720662429,1.385418079037127,-0.20766289448672728,0.7,0.9866803134103238,1,2.17120252840389,0.5,3,0.29272812620559907,0.875,0.30698716627569994,-0.15177334864680284,0.0,0.5,0.8333333333333334,1.53556789070596,0.007594313007329863,-0.35953914829025974,0,1,1,21.65
236,160,2,21.0,-1.076216305129252,0.75,0.875,1,0.75,1,0.8333333333333334,23,1,1,4,1,0.55,0.25,-0.010325634334611195,-0.6348356275998581,1,1,4,4,1,2.8101264037278897,0.5,0.5,2,0.5,0.5,0.9,0.7857142857142857,-0.18277197477721663,0.21428571428571427,-0.990875843752319,-1.2885759525314702,1,0.5,1,1,-1.7243809808609123,0.3907527500546334,-1.015233254074801,-0.8187888067594956,-1.0271868296772464,1.232387720662429,-1.0456221209685077,-0.20766289448672728,0.5,-0.9249036477698097,1,-0.9241528710642197,0.0,2,0.2237911838583507,0.375,-1.005012157822057,-0.9683434645483092,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,-0.35953914829025974,0,1,1,8.95
237,20,1,65.0,-0.17688788185552767,0.75,0.875,1,0.75,2,0.8333333333333334,1,1,1,1,2,0.65,0.45,1.0790909905832835,0.9445391367228672,1,1,1,1,1,-0.01898763823360117,0.7,0.5,1,0.7,0.5,0.3,0.9285714285714286,-0.9158615071407987,0.21428571428571427,1.8867998118414715,0.8219584790739594,1,0.9,1,1,0.6484273271282972,-0.7848905642207468,-0.17144485739211845,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.7,-0.2877089940430985,1,-0.9241528710642197,0.0,1,0.2971756708731635,0.625,0.30698716627569994,0.09876520964115934,0.0,0.5,0.8333333333333334,0.30262546453180195,0.8510953684803393,-0.35953914829025974,0,1,1,18.55
238,60,1,0.0,-0.0906700152509693,0.75,0.625,1,0.75,4,0.8333333333333334,13,9,1,1,1,0.65,0.65,0.715952115610652,0.8966792953797542,1,1,4,4,2,-0.5669188163210045,0.7,0.5,1,0.7,0.5,0.9,0.35714285714285715,-0.08619730584309206,0.21428571428571427,0.0760252491120982,-0.12562840858562122,1,0.9,1,1,-0.37103918543419884,0.9179261409797047,0.4806632711916877,-0.8187888067594956,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,1,-0.9241528710642197,0.0,1,0.2727141752015592,0.625,0.30698716627569994,-0.07290009881540734,0.0,0.5,0.8333333333333334,2.183653012156479,0.3331561238916493,-0.35953914829025974,0,1,1,19.45
239,20,1,93.0,0.23607034098424678,0.75,0.875,1,0.75,1,0.8333333333333334,11,1,1,1,2,0.75,0.45,1.1781288655758193,1.0881186607522058,2,1,1,1,1,0.8532293391300205,0.9,0.5,1,0.9,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,2.5783519061501767,1.4567056765492765,1,0.9,1,1,1.3620538859220446,-0.7848905642207468,0.3818590092850504,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,1,-0.9241528710642197,0.0,1,0.3038469878745101,0.875,1.618986490373457,1.6019965593689325,0.0,0.5,0.8333333333333334,0.5871506398027615,2.671281856606307,-0.35953914829025974,0,2,3,31.8
240,50,1,52.0,-0.18094519322515396,0.75,0.875,1,0.75,1,0.8333333333333334,16,1,1,1,3,0.55,0.35,-0.8686538842699222,-1.6398922958052287,1,1,1,1,2,-0.5669188163210045,0.5,0.5,2,0.5,0.3,0.9,0.21428571428571427,-0.7622199883819641,0.21428571428571427,0.1829428426400888,-0.7173034748036847,1,0.5,1,3,-0.9215511022179467,0.8222884904136519,-0.027190635008427996,-0.8187888067594956,-1.0271868296772464,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,0.34948565968361267,1,0.6235248286698352,0.7,2,0.17486819251514216,0.375,-1.005012157822057,-1.1724859935236858,0.0,0.5,0.8333333333333334,-0.7406335114617164,1.3690346130690292,-0.35953914829025974,0,1,1,11.3
241,20,4,75.0,-0.14810632932724127,0.75,0.875,1,0.75,1,0.8333333333333334,6,1,1,1,2,0.75,0.45,1.2111414905733313,1.1359785020953186,1,1,1,1,3,-0.365637975390938,0.7,0.5,1,0.7,0.5,0.3,0.9285714285714286,1.3975407895993675,0.21428571428571427,-0.165108046929753,1.1665355291319888,1,0.9,1,1,1.0358246019020458,-0.7848905642207468,0.12892009880405894,1.0871478175873686,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,1,-0.9241528710642197,0.0,1,0.3060707602082923,0.625,0.30698716627569994,1.2865035600433503,0.0,0.5,0.8333333333333334,0.3974671896221218,1.7833860087399813,-0.35953914829025974,0,1,1,26.25
242,30,2,40.0,-0.7972761484674455,0.75,0.875,1,0.75,1,0.8333333333333334,8,1,1,1,2,0.45,0.85,-0.8686538842699222,0.6095202473210769,1,1,1,1,2,-0.5669188163210045,0.5,0.7,2,0.5,0.5,0.9,0.7857142857142857,-0.2464234611201624,0.21428571428571427,-0.4631124033588333,-0.8283842343618653,1,0.7,1,1,-0.7482417950823224,-0.7848905642207468,-1.2543395678888631,-0.8187888067594956,-1.0271868296772464,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.7,-1.5620983014965208,1,-0.9241528710642197,0.0,0,-4.159264086026377,0.5,-2.317011481919814,-2.1931986384005686,0.0,0.5,0.8333333333333334,-0.28223184019183717,-0.0811952717793027,-0.35953914829025974,0,1,1,11.05
243,50,2,63.0,-0.6552702505305258,0.75,0.875,1,0.75,3,0.8333333333333334,8,1,1,1,3,0.45,0.35,-2.3542220091579606,-1.6398922958052287,1,1,3,6,2,-0.5669188163210045,0.5,0.5,3,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,-0.046816241324316575,-1.1593595587597092,1,0.7,2,3,-0.6896224706099788,0.5003861543620598,-0.12006664120066705,-0.8187888067594956,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,-0.9241528710642197,0.0,1,0.1548542415111023,0.375,-1.005012157822057,-0.560058406597556,-0.04,0.5,0.8333333333333334,-0.7406335114617164,-0.7027223652857307,0.8390117770058315,0,1,1,7.9
244,160,1,75.0,0.07529937796280557,0.75,0.875,1,0.75,3,0.8333333333333334,13,1,1,4,1,0.55,0.55,0.2867879906429965,-0.20409705551184212,1,1,8,5,2,-0.5669188163210045,0.5,0.5,2,0.7,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.1488202064077514,-0.964401490963719,1,0.5,1,1,-1.35992170261982,0.5936911793045503,-0.5607336493042694,-0.8187888067594956,-1.0271868296772464,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,0.6235248286698352,0.5,1,0.24380513486239055,0.625,-1.005012157822057,-0.8569929941981038,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.2883709696147787,-0.35953914829025974,0,1,1,12.0
245,60,1,0.0,-0.1633212469633398,0.75,0.625,1,0.75,1,0.8333333333333334,13,1,1,1,1,0.65,0.45,0.7489647406081639,0.8488194540366414,1,1,1,1,2,-0.5669188163210045,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,0.5569021941046012,0.21428571428571427,-0.6996960145697062,-0.23444221386710418,1,0.9,1,1,0.15908340109829913,1.2864809895025422,1.2039104683482726,1.0871478175873686,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,0.9866803134103238,1,2.17120252840389,0.3,1,0.27493794753534145,0.625,0.30698716627569994,-0.045062481227855986,0.0,0.5,0.8333333333333334,-0.7406335114617164,1.2210519717579749,-0.35953914829025974,0,1,1,20.5
246,20,1,80.0,0.02940104309390832,0.75,0.875,1,0.75,1,0.8333333333333334,7,1,1,1,2,0.65,0.45,0.5508889906230922,0.17878167523306093,1,1,3,6,1,0.003376899647517333,0.5,0.5,2,0.7,0.5,0.3,0.9285714285714286,1.070503842526991,0.21428571428571427,0.8085245068996084,1.7990157723306084,1,0.7,1,1,1.8157164840123552,-0.7848905642207468,0.7336021816726792,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.2877089940430985,1,0.6235248286698352,0.5,1,0.2615953135326482,0.875,0.30698716627569994,0.6091215320796008,0.0,0.5,0.8333333333333334,0.8163514754377011,-0.125590064172619,-0.35953914829025974,0,1,1,24.15
247,190,2,69.0,-0.1301020101245247,0.75,0.875,1,0.75,1,0.8333333333333334,8,1,1,2,1,0.55,0.75,-2.024095759182841,-1.6398922958052287,1,1,9,10,2,-0.5669188163210045,0.5,0.3,6,0.3,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,1.0451081181104813,-0.07122150594487975,1,0.7,2,4,-0.6411978112632603,1.5943875718127607,0.844262955008113,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,1.385418079037127,4.455167790180623,0.3,1.623874967137035,1,-0.9241528710642197,0.0,2,0.08814107149763611,0.375,-1.005012157822057,-0.15177334864680284,-0.08,0.1,0.8333333333333334,-0.7406335114617164,0.18517348258059502,1.3838076521404186,0,1,1,13.7
248,20,1,75.0,0.14478083516765555,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.55,0.45,-0.5715402592923146,-1.4484529304327771,2,1,3,8,2,-0.5669188163210045,0.5,0.5,2,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,1.8344784362852207,0.715411628069174,1,0.9,1,1,0.5490293421534539,-0.7848905642207468,-0.24851218167929554,-0.8187888067594956,-1.0271868296772464,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.5,-0.9249036477698097,1,0.6235248286698352,0.5,1,0.18598705418405317,0.375,0.30698716627569994,-0.10073771640295869,0.0,0.5,0.8333333333333334,-0.7406335114617164,-0.25877444135256783,-0.35953914829025974,0,1,1,14.0
249,60,1,72.0,0.1456683720297613,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,1,1,0.65,0.45,1.0460783655857715,0.8966792953797542,1,1,1,1,1,-0.002214234822762293,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.6356364833224322,-0.4792732757504408,1,0.9,1,1,-0.8145071183988847,1.1465234520888063,0.330480793093599,-0.8187888067594956,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,0.9866803134103238,1,-0.9241528710642197,0.0,1,0.2949518985393813,0.625,0.30698716627569994,0.1266028272287107,0.0,0.5,0.8333333333333334,0.3974671896221218,0.30355959562943846,-0.35953914829025974,0,1,1,18.0
250,50,1,0.0,18.87054071579593,0.75,0.375,3,0.75,4,0.16666666666666666,20,1,1,1,3,0.55,0.65,-0.4394897593022667,1.040258819409093,1,1,3,4,4,2.072096653650979,0.7,0.5,2,0.7,0.5,0.7,0.5,0.5612919517834251,0.21428571428571427,0.42407613868194005,0.8899671073748863,1,0.7,1,1,0.7248873155704845,0.8479473722728368,1.271097366444786,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,1.385418079037127,-0.20766289448672728,0.7,0.34948565968361267,1,2.17120252840389,0.5,1,0.194882143519182,0.875,0.30698716627569994,-0.3883930981409893,0.0,0.5,0.8333333333333334,-0.7406335114617164,0.7475075195626013,-0.35953914829025974,0,1,1,27.7
251,30,1,55.0,-0.6108934074252385,0.75,0.625,1,0.75,1,0.8333333333333334,9,1,1,1,2,0.25,0.15,-1.033717009257482,-0.8741348343154225,1,1,3,5,2,-0.5669188163210045,0.5,0.1,2,0.5,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.38085413278764596,-0.7331721547405676,1,0.9,1,1,0.3731713687364233,-0.7848905642207468,-0.384862063110455,-0.8187888067594956,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.3,-0.2877089940430985,5,-0.9241528710642197,0.0,0,-4.159264086026377,0.5,-2.317011481919814,-2.1931986384005686,0.0,0.5,0.8333333333333334,1.3379809634344604,-0.7027223652857307,-0.35953914829025974,0,1,1,7.65
252,120,2,44.0,-0.6869679956057311,0.75,0.625,4,0.75,1,0.5,3,1,1,4,2,0.75,0.45,1.1451162405783075,1.0881186607522058,2,1,1,1,3,2.1224168638834957,0.7,0.5,1,0.7,0.5,0.7,0.9285714285714286,2.484005815108269,0.21428571428571427,-1.2752311456884642,1.1824042090688716,1,0.9,1,1,1.1861959125050139,-0.7848905642207468,0.24550912785389092,1.0871478175873686,0.7812319615337806,-0.7561914703898819,-1.0456221209685077,-0.20766289448672728,0.7,-0.9249036477698097,1,0.6235248286698352,0.7,1,0.3016232155407279,0.875,0.30698716627569994,0.3029077386165359,0.0,0.5,0.8333333333333334,0.2314941707140621,-0.7027223652857307,-0.35953914829025974,153,1,6,23.5
253,60,1,65.0,-0.22849181083796188,0.75,0.625,1,0.75,1,0.8333333333333334,13,1,1,1,1,0.55,0.45,1.0790909905832835,0.9445391367228672,1,1,1,1,2,-0.5669188163210045,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.5400931018718873,-0.5744853553717384,1,0.9,1,1,-0.9215511022179467,1.1791802108186782,0.2751504064258821,-0.8187888067594956,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,-0.2877089940430985,1,-0.9241528710642197,0.0,1,0.2971756708731635,0.625,0.30698716627569994,0.21939488585388187,0.0,0.5,0.8333333333333334,0.35004632707696187,-0.03680047938598642,-0.35953914829025974,0,1,1,17.3
254,80,1,85.0,-0.10372948622195388,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,6,0.55,0.65,-0.24141400931719492,0.3223611992623996,2,1,4,4,1,0.03692370646919509,0.5,0.5,2,0.7,0.5,0.7,0.21428571428571427,-0.3759213126454658,0.7857142857142857,-0.24700237388736287,0.5680596000838325,1,0.9,1,1,0.36297670361079837,-0.7848905642207468,-0.39276640406298596,-0.8187888067594956,0.7812319615337806,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,2,-0.9241528710642197,0.0,1,0.20822477752187524,0.625,-1.005012157822057,-0.759561332641674,0.0,0.5,0.8333333333333334,1.8912243597946594,-0.7027223652857307,-0.35953914829025974,0,6,1,15.8
255,20,1,70.0,-0.22418091750773397,0.75,0.875,1,0.75,1,0.8333333333333334,12,1,1,1,2,0.45,0.55,-0.47250238429977864,-1.3048734064034384,1,1,2,2,2,-0.5669188163210045,0.5,0.7,2,0.5,0.5,0.9,0.5,1.0551396906511075,0.21428571428571427,-0.3834929188167126,0.5952630514042033,1,0.5,1,1,0.39356069898767326,-0.7848905642207468,-0.36905338120539305,1.0871478175873686,-1.0271868296772464,-0.7561914703898819,0.16989797903430978,-0.20766289448672728,0.5,-0.9249036477698097,1,-0.9241528710642197,0.0,1,0.1926583711853998,0.625,-1.005012157822057,-0.8291553766105524,0.0,0.5,0.8333333333333334,1.2352357612532805,-0.7027223652857307,-0.35953914829025974,0,1,1,14.5
256,60,1,66.0,-0.1813255661660564,0.75,0.625,1,0.75,1,0.8333333333333334,18,1,1,1,1,0.65,0.45,0.9140278655957237,0.7052399300073027,1,1,1,1,1,1.1216037937034427,0.7,0.5,1,0.7,0.5,0.9,0.6428571428571429,-0.9685385992866848,0.21428571428571427,0.942740209413469,-0.17323444839627,1,0.9,1,1,-0.393977181966855,2.2148659876803225,1.5615818964502997,-0.8187888067594956,0.7812319615337806,1.232387720662429,1.385418079037127,-0.20766289448672728,0.7,0.9866803134103238,1,0.6235248286698352,0.5,3,0.28605680920425247,0.875,0.30698716627569994,-0.20280898089064697,0.0,0.5,0.8333333333333334,0.7768340899834012,-0.7027223652857307,-0.35953914829025974,0,1,1,23.0
257,60,4,64.0,-0.1746056442101129,0.75,0.625,1,0.75,1,0.8333333333333334,6,1,1,1,1,0.55,0.45,1.0460783655857715,0.8966792953797542,1,1,1,1,2,-0.5669188163210045,0.7,0.5,1,0.7,0.5,0.9,0.5,0.1354854569375121,0.21428571428571427,-0.4540130336968766,-0.4248663731096993,1,0.9,1,1,-0.7533391276451349,1.230497974537048,0.44904590738156375,-0.8187888067594956,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,1,-0.9241528710642197,0.0,1,0.2949518985393813,0.625,0.30698716627569994,0.9292541343364413,0.0,0.5,0.8333333333333334,0.966517540164041,0.1259804260561733,-0.35953914829025974,0,1,1,20.75
258,20,1,68.0,-0.17168945166319402,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,1,2,0.65,0.45,1.1451162405783075,1.040258819409093,1,1,1,1,3,0.43948538832932815,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,1.9594297724888194,0.21428571428571427,-0.6610236935063905,1.252679791646496,1,0.9,1,1,1.132673920595483,-0.7848905642207468,0.20401133785310327,1.0871478175873686,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,0.9866803134103238,1,0.6235248286698352,0.7,1,0.3016232155407279,0.625,0.30698716627569994,0.8689392962300801,0.0,0.5,0.8333333333333334,0.2314941707140621,0.9250866891358664,-0.35953914829025974,0,1,2,22.0
259,60,1,80.0,0.28742068800607934,0.75,0.875,1,0.75,1,0.8333333333333334,1,1,1,1,1,0.65,0.45,0.9800531155907476,0.8009596126935284,1,1,1,1,1,0.39475631256709115,0.7,0.5,1,0.7,0.5,0.9,0.9285714285714286,-0.17618733825898086,0.21428571428571427,0.09422398843601149,-0.20043789971664075,1,0.9,1,1,-0.501021165785917,1.1488560777123686,0.5755153626220595,-0.8187888067594956,0.7812319615337806,1.232387720662429,0.16989797903430978,-0.20766289448672728,0.7,0.34948565968361267,1,0.6235248286698352,0.5,1,0.2905043538718169,0.625,0.30698716627569994,0.42353741482925844,0.0,0.5,0.8333333333333334,-0.7406335114617164,0.7179109913003905,-0.35953914829025974,0,1,1,23.15
